,a,b
349,0.2969336451112906,1
350,0.6113420408374944,4
351,0.1178787102731853,1
352,0.7060896026090636,4
353,0.1763291908189678,1
354,0.9142615162003868,4
355,0.5990120773766794,4
356,0.36520122938407107,1
357,0.5656014307249331,4
358,0.16634620523851118,1
359,0.8050905013912879,4
360,0.6997152487136897,4
361,0.25219419133777565,1
362,0.10426620659827424,1
363,0.9344792553131072,4
364,0.980278409398656,4
365,0.827271409454256,4
366,0.20757989837558788,1
367,0.8359539093969799,4
368,0.7757719787731545,4
369,0.13441074825649513,1
370,0.8441740638427069,4
371,0.8056452654997684,4
372,0.40274612750385674,1
373,0.7490053955099282,4
374,0.1772116969011478,1
375,0.2637727278579167,1
376,0.8208371929312184,4
377,0.33702394382625434,1
378,0.07287774147674897,1
379,0.2758069426073352,1
380,0.2759449185190783,1
381,0.8745004985152325,4
382,0.9642806053159527,4
383,0.2485945409035799,1
384,0.16860598062282894,1
385,0.8554131685042212,4
386,0.9438779939924299,4
387,0.4043383917485648,1
388,0.2532184054863792,1
389,0.8808595672726673,4
390,0.3020445007072321,1
391,0.45519886559570266,1
392,0.9138025921318492,4
393,0.45778906766371374,1
394,0.5754277909344444,4
395,0.9973029848592022,4
396,0.16509241900238514,1
397,0.21668841725580434,1
398,0.7652209730292742,4
399,0.28283197195768184,1
400,0.30865272169418934,1
401,0.8637680186775155,4
402,0.5916360586820137,4
403,0.12264660471380306,1
404,0.11953383069341383,1
405,0.007270975547753911,1
406,0.7993336914250055,4
407,0.778300046122894,4
408,0.9513882296652247,4
409,0.9061004342286645,4
410,0.14865696551209773,1
411,0.5363037338204729,4
412,0.41400346660004606,1
413,0.2260491055364341,1
414,0.6514199524303299,4
415,0.8708180902311397,4
416,0.10924625808318134,1
417,0.7720759490929135,4
418,0.6947349219320959,4
419,0.15351733682122826,1
420,0.180691630512402,1
421,0.22495934983001598,1
422,0.6960881218213635,4
423,0.7307976379131917,4
424,0.8186402092730104,4
425,0.01084346451053464,1
426,0.12587670497271097,1
427,0.11328674572805042,1
428,0.3428572604938507,1
429,0.148075566966258,1
430,0.3371817205143086,1
431,0.04995419508959842,1
432,0.29617470672671253,1
433,0.6118862116158081,4
434,0.1052537556863612,1
435,0.7935376065529404,4
436,0.6565931916554871,4
437,0.3630389877832457,1
438,0.2855573735733107,1
439,0.3076670287371396,1
440,0.385091230212235,1
441,0.25109104369241597,1
442,0.06071807642159521,1
443,0.05661018399157891,1
444,0.3761515989814993,1
445,0.3449589496507348,1
446,0.14226259901766747,1
447,0.05951018371303296,1
448,0.17877794636860078,1
449,0.7333325277684097,4
450,0.12600543753184956,1
451,0.8575322418506391,4
452,0.5245864558843821,4
453,0.06607566706265311,1
454,0.6574900196537795,4
455,0.4492185091132125,1
456,0.17808429127742564,1
457,0.9426853775656853,4
458,0.6492049184742971,4
459,0.518994523587766,4
460,0.6637652129991622,4
461,0.7454525016636635,4
462,0.40315288254196824,1
463,0.3549698982208759,1
464,0.35231065282687435,1
465,0.8396528604053738,4
466,0.907872022679101,4
467,0.6137723605595251,4
468,0.3946460679044995,1
469,0.6675529098288304,4
470,0.23279596286053295,1
471,0.5703024997674626,4
472,0.8933330767141221,4
473,0.4461576675396268,1
474,0.7050321795184893,4
475,0.17435887041867237,1
476,0.9220189389544355,4
477,0.11695091991642037,1
478,0.049010436142380875,1
479,0.8866170677143124,4
480,0.24780356967484996,1
481,0.8119462710095154,4
482,0.9439546315562815,4
483,0.029009389528920293,1
484,0.6599000677944825,4
485,0.5464468717834674,4
486,0.19898438336290358,1
487,0.472974534776859,1
488,0.3054084136461501,1
489,0.07879376624867918,1
490,0.7902686198165432,4
491,0.6991456562846758,4
492,0.24844813535961063,1
493,0.42639061819163315,1
494,0.055986511181371434,1
495,0.05368633111624033,1
496,0.04198715459268465,1
497,0.0683080791587023,1
498,0.38683777131335784,1
499,0.03359144418796767,1
500,0.12016110134463232,1
501,0.39858045618862936,1
502,0.16927045421429443,1
503,0.130031557121427,1
504,0.07747564711869515,1
505,0.13235832225966937,1
506,0.5874562878156836,4
507,0.02125741708932327,1
508,0.04912139828112194,1
509,0.7053644572314757,4
510,0.3366858258315599,1
511,0.6496540633575375,4
512,0.42268725743350866,1
513,0.8788504513843572,4
514,0.061295510975771905,1
515,0.42610158699427325,1
516,0.535726813926528,4
517,0.7948383004148954,4
518,0.004125136663777673,1
519,0.08288945903350264,1
520,0.3127647540903883,1
521,0.18434747999211876,1
522,0.7574324732444327,4
523,0.36403551141989665,1
524,0.03380092670275736,1
525,0.8281200371049482,4
526,0.4163104364551645,1
527,0.7116611850323109,4
528,0.8409427796896157,4
529,0.22180652505281806,1
530,0.3087878698822314,1
531,0.999514954417495,4
532,0.1043122457290554,1
533,0.7661065465524372,4
534,0.6040845091401754,4
535,0.5839815979906239,4
536,0.28052278120550156,1
537,0.7638970413744943,4
538,0.11691636099087688,1
539,0.7458529981410553,4
540,0.11455966850912791,1
541,0.7907059626311431,4
542,0.1232729143486263,1
543,0.4870373513758901,1
544,0.157211998425693,1
545,0.298579508599927,1
546,0.14716343244075125,1
547,0.38448973509000106,1
548,0.06114455652670736,1
549,0.2763808381857492,1
550,0.17280981448505972,1
551,0.5559088006128019,4
552,0.5702826743048157,4
553,0.9297321165919691,4
554,0.0680093922111471,1
555,0.5068847004556704,4
556,0.6067904987297377,4
557,0.7276880468109854,4
558,0.27767493913568964,1
559,0.7279215254385881,4
560,0.5192145387073456,4
561,0.4522987517154601,1
562,0.5039269274072161,4
563,0.26003339751135135,1
564,0.012144618821137154,1
565,0.7100407770644995,4
566,0.18004531004710156,1
567,0.5444635779316952,4
568,0.8761540580618802,4
569,0.6307773194621287,4
570,0.6478817253614595,4
571,0.024362842300201137,1
572,0.32976916887149743,1
573,0.6519233129677785,4
574,0.7488061045384244,4
575,0.36305226985076944,1
576,0.7818482892464843,4
577,0.3410126256490448,1
578,0.5288021104006635,4
579,0.33683585795128124,1
580,0.12353053658895352,1
581,0.2704038563891531,1
582,0.1525942815540674,1
583,0.028101593275355108,1
584,0.14230198880001266,1
585,0.46018188827947626,1
586,0.41616560591451623,1
587,0.7502791277588942,4
588,0.3266093441121335,1
589,0.46585296280283195,1
590,0.31296217026448503,1
591,0.9532389466380659,4
592,0.5455770362069677,4
593,0.34158066984854296,1
594,0.7612361452468168,4
595,0.4955695900044803,1
596,0.38796189042952123,1
597,0.7200374264203528,4
598,0.8813967531365547,4
599,0.24046150916218567,1
600,0.056139732233905115,1
601,0.7319191965816337,4
602,0.22823181827459915,1
603,0.49543940156272237,1
604,0.9663396853980187,4
605,0.010285167641907123,1
606,0.10478384287027498,1
607,0.9646227385491314,4
608,0.6041054741119487,4
609,0.8040188378583799,4
610,0.30798567419190936,1
611,0.09502457277384879,1
612,0.9058170348520308,4
613,0.08675796202311103,1
614,0.8705527683290493,4
615,0.05890537562687215,1
616,0.7789189225930612,4
617,0.245560961001275,1
618,0.7620136632213771,4
619,0.8582686630544225,4
620,0.9301202123923478,4
621,0.0441820663480339,1
622,0.37811403644839015,1
623,0.13490693003528376,1
624,0.23922608876075868,1
625,0.6490975549727163,4
626,0.37812089008860694,1
627,0.10564750732593864,1
628,0.330635970557038,1
629,0.9607481827536205,4
630,0.6521430226863313,4
631,0.4970386687989955,1
632,0.7787637063511547,4
633,0.9023918294852801,4
634,0.030400834301024582,1
635,0.10834167781131532,1
636,0.901750428596284,4
637,0.27744010526333596,1
638,0.9892856260919602,4
639,0.533511050382967,4
640,0.7621938555789792,4
641,0.40283949630276383,1
642,0.6607059770543244,4
643,0.4102350715591184,1
644,0.9624630852480287,4
645,0.24253051811848114,1
646,0.43557934136293586,1
647,0.16316575204560202,1
648,0.16913426427727007,1
649,0.19336124727338644,1
650,0.9275931364467327,4
651,0.15085660539363666,1
652,0.5057291647053517,4
653,0.009204808886981053,1
654,0.3173527655335966,1
655,0.6064759629773705,4
656,0.23518970209495615,1
657,0.5375818231866186,4
658,0.24600347955733526,1
659,0.5413204199214862,4
660,0.6225649290704611,4
661,0.2122772439914331,1
662,0.19389749669257605,1
663,0.7728067255722519,4
664,0.3441390267866433,1
665,0.49608008490686084,1
666,0.01856906131001912,1
667,0.17030700919225483,1
668,0.3805705414906424,1
669,0.764029805915438,4
670,0.3721604042043658,1
671,0.2210319411138405,1
672,0.7543005625327899,4
673,0.20164638196643847,1
674,0.6101620401816163,4
675,0.3014110131943768,1
676,0.5222898743557787,4
677,0.06938669242770967,1
678,0.5129975679120173,4
679,0.43910780873072874,1
680,0.8882292774875976,4
681,0.0018380471015465583,1
682,0.689796870613267,4
683,0.21019683120632238,1
684,0.6821501652062677,4
685,0.29204150906567017,1
686,0.2823776893045449,1
687,0.015384138051657281,1
688,0.5057323058873275,4
689,0.29273255467358916,1
690,0.1352867147736191,1
691,0.8811772264847928,4
692,0.05089798916336197,1
693,0.2597740475967132,1
694,0.5353265531138666,4
695,0.05110339352328108,1
696,0.7557174965540003,4
697,0.9858354617804501,4
698,0.5195642423326926,4
699,0.9286987949950599,4
700,0.7692580470621815,4
701,0.08288230083873327,1
702,0.34641623690752454,1
703,0.5251252389741199,4
704,0.7982154437473976,4
705,0.05283797543032198,1
706,0.027906719313071315,1
707,0.763671605605222,4
708,0.055063522398053455,1
709,0.9332493558344831,4
710,0.7952764640364086,4
711,0.875986641298589,4
712,0.2649874742666588,1
713,0.03370577263357444,1
714,0.44077967196900525,1
715,0.445031702927833,1
716,0.1359248538180413,1
717,0.2431006130882879,1
718,0.6349970839740232,4
719,0.7411090413033342,4
720,0.39721067258677756,1
721,0.6560339991339236,4
722,0.8197932142807973,4
723,0.6842387552831652,4
724,0.8002153701267317,4
725,0.7806116368436543,4
726,0.14276071518087585,1
727,0.9683443372398971,4
728,0.5236923395660394,4
729,0.7176945076840068,4
730,0.3324115897877101,1
731,0.04583996946453195,1
732,0.6219306466344425,4
733,0.4936404831870361,1
734,0.7883222848298469,4
735,0.37217890749100446,1
736,0.7060145049025891,4
737,0.7106337313236628,4
738,0.495976657217879,1
739,0.7993289031614402,4
740,0.9231060210592723,4
741,0.3995589014132134,1
742,0.9050111223312799,4
743,0.45222640543142045,1
744,0.4213362076772559,1
745,0.9912444927496159,4
746,0.011157449269487696,1
747,0.7592653259196254,4
748,0.5274662836639291,4
749,0.4986003891893275,1
750,0.13156186181782215,1
751,0.7842924491643887,4
752,0.46854418582110113,1
753,0.377427918665579,1
754,0.8290202388564487,4
755,0.8802858181857798,4
756,0.6058364846541726,4
757,0.2666758041820114,1
758,0.6843233507675747,4
759,0.35328152110007216,1
760,0.043119294041140455,1
761,0.5060492603546136,4
762,0.8451980275519713,4
763,0.6969973938444419,4
764,0.7780176709284423,4
765,0.09521269315995906,1
766,0.9833431309673916,4
767,0.2005614814679425,1
768,0.022473768429081886,1
769,0.751908443071149,4
770,0.0008854137658387273,1
771,0.7284736170223043,4
772,0.8405301584592637,4
773,0.666888031771495,4
774,0.5668692895531461,4
775,0.9105983503395338,4
776,0.975354302298478,4
777,0.9376698397947036,4
778,0.2936864119096845,1
779,0.9683286647474808,4
780,0.4649808952234573,1
781,0.9059839780882668,4
782,0.0490250956054471,1
783,0.44045760942101275,1
784,0.8076089826298146,4
785,0.7679262839750027,4
786,0.742663470052551,4
787,0.7438414468720747,4
788,0.190031221206583,1
789,0.4137904881028299,1
790,0.20874661771838154,1
791,0.2683144171859937,1
792,0.7353710793605069,4
793,0.9548492360425407,4
794,0.7475205753306966,4
795,0.29605029558325224,1
796,0.7068644330861513,4
797,0.6701841650198628,4
798,0.8338448679018992,4
799,0.3241383895237847,1
800,0.10046577616828534,1
801,0.7017257157555976,4
802,0.35918520111005714,1
803,0.6664307242131772,4
804,0.6947466912480318,4
805,0.14059564586830053,1
806,0.21758499320416602,1
807,0.04690255306709945,1
808,0.3587508368907697,1
809,0.37309209179606273,1
810,0.9858431647411473,4
811,0.9590887861064357,4
812,0.2439494936339992,1
813,0.5967756032264931,4
814,0.15302406914353583,1
815,0.25313465508981225,1
816,0.4460929131385587,1
817,0.924048820223874,4
818,0.421663503755795,1
819,0.5659342714785641,4
820,0.11502193190217114,1
821,0.8632689115940568,4
822,0.3089695048602389,1
823,0.8386213239225138,4
824,0.7050341843865799,4
825,0.5310222246230478,4
826,0.06752748952081089,1
827,0.20377546626328769,1
828,0.9124667297409551,4
829,0.30210893935326133,1
830,0.874291063351319,4
831,0.4253025456757521,1
832,0.5547664787968648,4
833,0.9168216784042749,4
834,0.8047498580392541,4
835,0.9902914068766261,4
836,0.5098300268427374,4
837,0.260148933133846,1
838,0.6177303796049101,4
839,0.2853224950286425,1
840,0.2747368042014233,1
841,0.6130078308597934,4
842,0.949304063510611,4
843,0.9015904617168975,4
844,0.17240544293623183,1
845,0.12324983879936724,1
846,0.37224734771030854,1
847,0.9622472804769021,4
848,0.49749705790567056,1
849,0.3267622056021877,1
850,0.9729396099881468,4
851,0.7141363217282116,4
852,0.3991153800724132,1
853,0.8790216016279045,4
854,0.5927503445834494,4
855,0.07990870793125482,1
856,0.31333542583565677,1
857,0.28145171500583,1
858,0.6760662328596562,4
859,0.26186549566678985,1
860,0.41491540171335883,1
861,0.6029362869867907,4
862,0.28044318471609564,1
863,0.1881103121396076,1
864,0.42692518640198673,1
865,0.5645605108177012,4
866,0.358042627541472,1
867,0.9530879690957194,4
868,0.17517877614613608,1
869,0.6028823328702443,4
870,0.5936032494829202,4
871,0.25248681880110047,1
872,0.868100533100777,4
873,0.7100005597148205,4
874,0.8826149907941311,4
875,0.08047924924173577,1
876,0.3694581221883666,1
877,0.6444317280632299,4
878,0.03068981597307674,1
879,0.18645350542134909,1
880,0.6357234038461003,4
881,0.1707052321108854,1
882,0.8489032735600484,4
883,0.7313077607695442,4
884,0.5489390389835026,4
885,0.19729501619646628,1
886,0.5734643685567571,4
887,0.4474649166625524,1
888,0.9037118039995273,4
889,0.23060345289717044,1
890,0.7390105555599127,4
891,0.45386073916342384,1
892,0.842076089531905,4
893,0.6602298866845523,4
894,0.09629430973460396,1
895,0.37881336303040114,1
896,0.8533322304586562,4
897,0.6166586183751065,4
898,0.9082734351961963,4
899,0.19128769474286633,1
900,0.6594481996811892,4
901,0.8233670662236257,4
902,0.08853747195265516,1
903,0.1988013924788663,1
904,0.6339633577205095,4
905,0.5453252539607321,4
906,0.08341078760898801,1
907,0.08685068107492988,1
908,0.6700989767468468,4
909,0.48204199032157835,1
910,0.5832359479559451,4
911,0.47442481454186813,1
912,0.7964998597126624,4
913,0.7312043797743052,4
914,0.4250580377291562,1
915,0.5596277028108114,4
916,0.6205071766007908,4
917,0.1614432213999526,1
918,0.5547317083990448,4
919,0.6815654064991055,4
920,0.35770882922249825,1
921,0.9735940550612484,4
922,0.9779022335846358,4
923,0.5854783884965895,4
924,0.042999306482670474,1
925,0.40501615020796966,1
926,0.397481938872815,1
927,0.011598729040208311,1
928,0.2990263483308051,1
929,0.13086923163563668,1
930,0.9138745731717202,4
931,0.37676825955443327,1
932,0.081287115036621,1
933,0.4901479769824597,1
934,0.44556105976511073,1
935,0.49144635436314976,1
936,0.23158922294457018,1
937,0.34019624383882985,1
938,0.3750249147837288,1
939,0.7045543862082161,4
940,0.5006923787397359,4
941,0.9197191468610141,4
942,0.26814165185647953,1
943,0.6252087281673575,4
944,0.09367026043737514,1
945,0.9786784750052945,4
946,0.1155429080012873,1
947,0.09814152024709022,1
948,0.4781931592981339,1
949,0.7047668811346263,4
950,0.7513375562208592,4
951,0.9994873961019468,4
952,0.19126660559855246,1
953,0.9476174801669617,4
954,0.6368499089333434,4
955,0.051281309867095115,1
956,0.1949689962446145,1
957,0.17649855287054095,1
958,0.7128806023097713,4
959,0.2974122604752416,1
960,0.7399378291694015,4
961,0.1684379631585572,1
962,0.9927836522637126,4
963,0.6312922805779301,4
964,0.9603752131098051,4
965,0.8559292366942585,4
966,0.2502498787978985,1
967,0.9777227342109053,4
968,0.79919863312565,4
969,0.8430813634629227,4
970,0.15451146649543035,1
971,0.7570839455836308,4
972,0.5495307441780748,4
973,0.10566804872831392,1
974,0.5784751293705026,4
975,0.8798609519331752,4
976,0.9847339745623249,4
977,0.9991561964199519,4
978,0.6468522565900218,4
979,0.40877487550674474,1
980,0.3230264187805718,1
981,0.1945400953189267,1
982,0.008637170018289453,1
983,0.5533161837464571,4
984,0.5786175366495879,4
985,0.27288306107976246,1
986,0.2659523775989565,1
987,0.6019261454500674,4
988,0.08399745153535931,1
989,0.7384912346582625,4
990,0.4164518355803658,1
991,0.201869132816898,1
992,0.3763528686615568,1
993,0.5772937045200288,4
994,0.024865570424602912,1
995,0.0677268635706183,1
996,0.6407504043295419,4
997,0.4523770730025003,1
998,0.39895938761863514,1
999,0.36504926389389536,1
1000,0.07685969602322029,1
1001,0.0842513897869428,1
1002,0.501018138202585,4
1003,0.7410399023330431,4
1004,0.8490785981890654,4
1005,0.7986699400369467,4
1006,0.9962128190230649,4
1007,0.9102812732317681,4
1008,0.5753907754836685,4
1009,0.8829912244622411,4
1010,0.6123697865791029,4
1011,0.9493070522508793,4
1012,0.5939985510796478,4
1013,0.35533738473010923,1
1014,0.16881924077819566,1
1015,0.21705696716810607,1
1016,0.820395920876945,4
1017,0.6701449721672292,4
1018,0.07627225388401226,1
1019,0.7226537892851563,4
1020,0.26765822181663923,1
1021,0.5747359614383016,4
1022,0.9347591640315766,4
1023,0.24809653340346116,1
1024,0.6973992865854339,4
1025,0.730149112730527,4
1026,0.008656101401840477,1
1027,0.8002913329134198,4
1028,0.04093239546241445,1
1029,0.44057990410354453,1
1030,0.6984369608921385,4
1031,0.785978846418402,4
1032,0.43393790206115235,1
1033,0.34763978784607497,1
1034,0.1458906021155557,1
1035,0.5125155690694613,4
1036,0.9720920259828036,4
1037,0.8771016780850885,4
1038,0.241136385964431,1
1039,0.7722008449724251,4
1040,0.5790775751239174,4
1041,0.9480126887918537,4
1042,0.8182208096370404,4
1043,0.5842163814523228,4
1044,0.9714595196033347,4
1045,0.20633033545890145,1
1046,0.11441814319109977,1
1047,0.27362501877315426,1
1048,0.41199060793924047,1
1049,0.9102105795432749,4
1050,0.22879938428657876,1
1051,0.12868851047349283,1
1052,0.37717703006547265,1
1053,0.9575678747985373,4
1054,0.4605225428289105,1
1055,0.011871806197455093,1
1056,0.8330768590605149,4
1057,0.07378912170071161,1
1058,0.6912364780246214,4
1059,0.7468904568403134,4
1060,0.32815800240219395,1
1061,0.8895383262161587,4
1062,0.5392101438088132,4
1063,0.533220783186862,4
1064,0.489463543744861,1
1065,0.9201481263938224,4
1066,0.7171180482176227,4
1067,0.2575516815289771,1
1068,0.05586591342905689,1
1069,0.7602203427616179,4
1070,0.6880221962513267,4
1071,0.9401202756009752,4
1072,0.22974249632857247,1
1073,0.4179677541621094,1
1074,0.5057074901597569,4
1075,0.18687408826105,1
